"tamanho_amostral","med_est_alpha","med_est_beta","vies_est_alpha","vies_est_beta","vies_rel_est_alpha","vies_rel_est_beta","var_mc_est_alpha","var_mc_est_beta","eqm_est_alpha","eqm_est_beta"
20,4.70390257596381,2.8273028213302,0.703902575963806,-0.172697178669804,17.5975643990951,-5.75657262232681,2.77637168286686,0.873118752247756,2.9224965082809,0.919072370787111
30,4.41859304243134,2.8997306985754,0.418593042431336,-0.1002693014246,10.4648260607834,-3.34231004748668,1.46572921790453,0.606061176246105,1.51627160472882,0.626959837495971
50,4.25707648354148,2.92843780017858,0.257076483541479,-0.0715621998214173,6.42691208853698,-2.38540666071391,0.739940150764339,0.362885100996143,0.755040970167693,0.370290919383819
100,4.11731922909218,2.96971788649121,0.117319229092185,-0.0302821135087892,2.93298072730461,-1.00940378362631,0.333642433215737,0.187411210499592,0.337012558803775,0.189304253029891
200,4.04886254960582,2.9899585419347,0.0488625496058237,-0.010041458065297,1.22156374014559,-0.334715268843233,0.151244854400793,0.0907790988639374,0.152004878794767,0.0912352752401381
